event_id,log_message,trust_score,identity_valid,runtime_anomaly,trace_path_consistent,invocation_frequency,namespace_violation,process_anomaly,connection_score,ground_truth_label,event_type
148,Token validated for service account payment-svc,0.870164,True,False,True,2.536855,False,False,0.853065,0,BENIGN
149,Database query executed in 12ms,0.687699,True,False,True,2.57875,False,False,0.814181,0,BENIGN
150,Namespace policy check passed,0.855228,True,False,True,2.098461,False,False,0.852602,0,BENIGN
151,Rejected request: unknown service identity presented,0.205824,False,False,False,36.660092,True,True,0.12134,1,OBVIOUS_ATTACK
152,Token validated for service request,0.588862,False,True,True,6.249893,True,True,0.636952,1,STEALTH_ATTACK
153,API call completed with expected response,0.627939,True,False,False,5.8326,False,False,0.417506,1,STEALTH_ATTACK
154,User authentication completed for service account order-svc,0.898603,True,False,True,3.33777,True,False,0.924086,0,BENIGN
155,Service request processed successfully,0.915141,True,False,True,3.042214,False,False,0.767257,0,BENIGN
156,Request processed in 23ms,0.827804,True,False,True,1.650136,False,False,0.839331,0,BENIGN
157,Database query executed in 12ms,0.877692,True,False,True,2.798579,False,False,0.905622,0,BENIGN
158,Request forwarded to user-profile-service,0.852294,True,False,True,2.475145,False,False,0.776874,0,BENIGN
159,User authentication completed for service account order-svc,0.925508,True,False,True,2.469193,False,False,0.8673,0,BENIGN
160,Connection established to downstream service,0.862567,True,False,True,3.979151,False,False,0.728947,0,BENIGN
161,Namespace policy check passed,0.881706,True,False,True,1.559383,False,False,0.823237,0,BENIGN
162,Metric exported to prometheus endpoint,0.723722,True,False,True,2.118759,False,False,0.738679,0,BENIGN
163,User authentication completed for service account order-svc,0.838795,True,False,True,2.305272,False,False,0.953317,0,BENIGN
164,gRPC call to payment-service returned 200,0.894047,True,False,True,3.233062,False,False,0.854254,0,BENIGN
165,Service request processed successfully,0.853428,True,False,True,2.752704,False,False,0.911505,0,BENIGN
166,Database query executed in 12ms,0.819841,True,False,True,3.584901,False,False,0.949975,0,BENIGN
167,Health check passed for pod user-profile-7f4d,0.920389,True,False,True,4.954002,False,False,0.830515,0,BENIGN
168,Cache hit for request id 8821,0.788298,True,False,True,2.990498,False,False,0.71283,0,BENIGN
169,Request processed in 23ms,0.777208,True,False,True,2.676701,False,False,0.87947,0,BENIGN
170,Request processed in 23ms,0.884502,True,False,True,3.375132,False,False,0.839656,0,BENIGN
171,gRPC call to payment-service returned 200,0.787772,True,False,True,1.412115,False,False,0.823677,0,BENIGN
172,Metric exported to prometheus endpoint,0.816846,True,False,True,2.424686,False,False,0.793257,0,BENIGN
173,Request processed in 23ms,0.75791,True,False,False,1.780132,False,False,0.865605,0,BENIGN
174,Connection established to downstream service,0.957114,True,False,True,3.031942,False,False,0.873452,0,BENIGN
175,Request forwarded to user-profile-service,0.871713,True,False,True,2.578087,False,False,0.766817,0,BENIGN
176,Security policy violation: cross-boundary access rejected,0.200872,False,True,False,30.836956,True,False,0.091217,1,OBVIOUS_ATTACK
177,Health check passed for pod user-profile-7f4d,0.706082,True,True,True,2.990701,False,False,0.889132,0,BENIGN
178,Request forwarded to user-profile-service,0.864635,True,True,True,1.81324,False,False,0.908791,0,BENIGN
179,Connection established to downstream service,0.857963,True,False,True,1.988199,False,True,0.921138,0,BENIGN
180,Service routing policy applied,0.44803,True,False,True,5.911382,False,False,0.480755,1,STEALTH_ATTACK
181,Health check passed for pod user-profile-7f4d,0.917987,True,False,True,3.20209,False,False,0.865308,0,BENIGN
182,Connection established to downstream service,0.934099,True,False,True,2.698988,False,False,0.752787,0,BENIGN
183,Connection established to downstream service,0.861961,False,False,True,2.352813,False,True,0.715928,0,BENIGN
184,Connection established to downstream service,0.911454,True,False,False,1.514241,False,False,0.906719,0,BENIGN
185,TLS handshake completed successfully,0.885749,True,False,True,2.199932,False,False,0.893398,0,BENIGN
186,Request forwarded to user-profile-service,1.0,True,True,True,3.580372,False,False,0.736793,0,BENIGN
187,Database query executed in 12ms,0.822748,True,False,True,3.473376,False,False,0.914169,0,BENIGN
188,Token validated for service account payment-svc,0.870796,True,False,True,3.796982,False,False,0.82388,0,BENIGN
189,Cache hit for request id 8821,0.857137,True,False,True,2.684533,False,True,0.843592,0,BENIGN
190,Service request processed successfully,0.909888,True,False,True,0.840411,False,False,0.828458,0,BENIGN
191,Request processed in 23ms,0.764312,True,False,True,3.210435,False,False,0.744924,0,BENIGN
192,Unauthorized API access attempt blocked at gateway,0.27285,False,True,False,34.197665,False,True,0.095223,1,OBVIOUS_ATTACK
193,Cache miss - fetching from upstream,0.571153,True,False,False,5.41934,False,True,0.529933,1,STEALTH_ATTACK
194,Namespace policy check passed,0.851258,True,False,True,4.658432,False,False,0.819045,0,BENIGN
195,Health check passed for pod user-profile-7f4d,0.812494,True,False,True,2.02835,False,False,0.908527,0,BENIGN
196,Health check passed for pod user-profile-7f4d,0.936048,True,False,True,3.371924,False,False,0.790017,0,BENIGN
197,TLS handshake completed successfully,0.765735,True,False,True,3.16426,False,False,0.779953,0,BENIGN
198,Security policy violation: cross-boundary access rejected,0.225635,True,True,False,30.050144,True,True,0.235691,1,OBVIOUS_ATTACK
199,ALERT: Privilege escalation attempt detected in container,0.118677,True,True,False,21.114521,True,True,0.255707,1,OBVIOUS_ATTACK
200,Security policy violation: cross-boundary access rejected,0.108144,False,False,False,34.107537,True,True,0.139275,1,OBVIOUS_ATTACK
201,Health check passed for pod user-profile-7f4d,0.903235,True,False,True,1.105642,False,False,0.712279,0,BENIGN
202,gRPC call to payment-service returned 200,0.754017,True,False,True,1.84232,False,False,0.742448,0,BENIGN
203,ALERT: Privilege escalation attempt detected in container,0.110791,False,True,False,26.516107,True,True,0.0,1,OBVIOUS_ATTACK
204,gRPC call to payment-service returned 200,0.85891,True,False,True,2.903006,False,False,0.868763,0,BENIGN
205,Connection established to downstream service,0.8403,True,False,True,0.5,False,False,0.767133,0,BENIGN
206,Namespace policy check passed,0.815568,True,False,True,2.585046,False,False,0.774261,0,BENIGN
207,Request forwarded to user-profile-service,0.835659,True,True,True,2.014443,False,False,0.736163,0,BENIGN
208,UNAUTHORIZED: Token replay detected from unknown source,0.19804,False,True,False,29.447826,True,True,0.242024,1,OBVIOUS_ATTACK
209,Cache hit for request id 8821,0.821854,True,False,True,2.318613,False,False,0.843508,0,BENIGN
210,Service request processed successfully,0.778273,True,False,True,2.924864,False,False,0.874594,0,BENIGN
211,Health check passed for pod user-profile-7f4d,0.903666,True,False,True,2.300821,False,False,0.851989,0,BENIGN
212,Service mesh routing applied to request,0.866536,True,False,True,2.13405,False,False,0.952807,0,BENIGN
213,User authentication completed for service account order-svc,0.941395,True,False,True,1.094324,False,False,0.854195,0,BENIGN
214,UNAUTHORIZED: Token replay detected from unknown source,0.131153,False,True,False,36.570346,False,False,0.167991,1,OBVIOUS_ATTACK
215,Connection established to downstream service,0.771823,True,False,True,1.834951,False,False,0.887642,0,BENIGN
216,Connection established successfully,0.636653,True,False,True,7.176576,False,True,0.372921,1,STEALTH_ATTACK
217,Request processed in 23ms,0.880945,True,False,True,1.813961,False,False,0.8888,0,BENIGN
218,Request processed in 23ms,0.90227,True,False,True,3.38845,False,False,0.914644,0,BENIGN
219,Database query executed in 12ms,0.761247,True,False,True,1.634959,False,False,0.854221,0,BENIGN
220,Service request processed successfully,0.862779,True,False,True,3.54988,False,False,0.719237,0,BENIGN
221,Request forwarded to user-profile-service,0.930519,True,False,True,4.008381,False,True,0.820711,0,BENIGN
222,Service health check passed,0.502855,True,True,True,5.797496,False,True,0.337615,1,STEALTH_ATTACK
223,Database query executed in 12ms,0.877804,True,False,True,1.03177,False,False,0.793722,0,BENIGN
224,User authentication completed for service account order-svc,0.756945,True,False,True,2.272392,False,False,0.909998,0,BENIGN
225,Health check passed for pod user-profile-7f4d,1.0,True,False,True,1.656716,False,False,0.685892,0,BENIGN
226,Request forwarded to user-profile-service,0.841224,True,False,True,3.715079,False,False,0.81156,0,BENIGN
227,Request forwarded to user-profile-service,0.906238,True,False,True,1.733037,False,False,0.957468,0,BENIGN
228,Request processed in 23ms,0.863416,True,False,True,2.741295,False,False,0.878158,0,BENIGN
229,Namespace policy check passed,0.981286,True,False,True,3.931093,False,False,0.718943,0,BENIGN
230,Namespace policy check passed,0.789149,True,False,True,1.851609,False,False,0.797474,0,BENIGN
231,Metric exported to prometheus endpoint,0.921798,True,False,True,3.442594,False,False,0.9255,0,BENIGN
232,TLS handshake completed successfully,0.90365,True,False,False,2.160321,True,False,0.857835,0,BENIGN
233,Service routing policy applied,0.636819,False,False,False,7.020434,False,False,0.48423,1,STEALTH_ATTACK
234,Metric exported to prometheus endpoint,0.818007,True,False,True,2.258492,False,False,0.861315,0,BENIGN
235,Request forwarded to user-profile-service,0.783281,True,False,True,1.183217,False,False,0.832861,0,BENIGN
236,User authentication completed for service account order-svc,0.78379,True,False,True,1.382539,False,False,0.845693,0,BENIGN
237,Request forwarded to user-profile-service,0.844415,True,False,True,2.090657,False,False,0.775992,0,BENIGN
238,Request forwarded to user-profile-service,0.829009,True,False,True,1.668958,False,False,0.838546,0,BENIGN
239,Service request processed successfully,0.542351,False,False,True,6.463959,False,True,0.462603,1,STEALTH_ATTACK
240,TLS handshake completed successfully,0.90519,True,False,True,2.191605,False,False,0.685004,0,BENIGN
241,Health check passed for pod user-profile-7f4d,0.8772,True,False,True,1.860006,False,False,0.811084,0,BENIGN
242,Service identity mismatch detected - request blocked,0.160308,False,True,False,36.217114,True,True,0.25483,1,OBVIOUS_ATTACK
243,Rejected request: unknown service identity presented,0.234967,False,False,False,41.131363,True,True,0.140497,1,OBVIOUS_ATTACK
244,Connection established to downstream service,0.867197,True,False,True,3.246453,False,False,0.834448,0,BENIGN
245,gRPC call to payment-service returned 200,0.915498,True,False,True,1.083155,False,False,0.780744,0,BENIGN
246,Database query executed in 12ms,0.785669,True,False,True,1.715563,False,False,0.887648,0,BENIGN
247,Service request processed successfully,0.823626,True,False,True,1.629686,False,False,0.782103,0,BENIGN
248,Database query executed in 12ms,0.844306,True,False,True,3.122182,False,False,0.873379,0,BENIGN
249,Cache miss - fetching from upstream,0.635888,True,False,False,7.453893,False,False,0.493572,1,STEALTH_ATTACK
250,Token validated for service request,0.659179,True,False,False,4.755314,True,False,0.467633,1,STEALTH_ATTACK
251,Authentication failure: invalid payload structure detected,0.208914,False,True,False,29.352042,True,True,0.178319,1,OBVIOUS_ATTACK
252,Request forwarded to user-profile-service,0.871739,True,False,True,2.675391,False,False,0.991117,0,BENIGN
253,Database query executed in 12ms,0.977482,True,False,True,2.950668,False,False,0.799562,0,BENIGN
254,Request processed in 23ms,0.906847,True,False,True,2.602479,False,False,0.77282,0,BENIGN
255,Metric exported to prometheus endpoint,0.870879,True,False,True,2.131036,False,False,0.859162,0,BENIGN
256,gRPC call to payment-service returned 200,0.837925,True,False,False,3.614292,False,False,1.0,0,BENIGN
257,Connection established to downstream service,0.940806,True,False,True,1.866186,False,False,0.960762,0,BENIGN
258,Request processed in 23ms,0.646511,True,False,True,2.200142,False,False,0.872591,0,BENIGN
259,Token validated for service account payment-svc,0.769144,True,False,True,2.164078,False,False,0.784269,0,BENIGN
260,Service mesh routing applied to request,0.871403,True,False,True,1.525901,False,False,0.912084,0,BENIGN
261,Cache hit for request id 8821,0.875897,True,False,True,3.312685,False,False,0.727308,0,BENIGN
262,gRPC call to payment-service returned 200,0.825103,True,False,True,1.550348,False,False,0.896772,0,BENIGN
263,Authentication failure: invalid payload structure detected,0.160322,False,True,False,25.278613,True,True,0.134297,1,OBVIOUS_ATTACK
264,User authentication completed for service account order-svc,0.797918,True,False,True,2.393975,False,False,0.834976,0,BENIGN
265,gRPC call to payment-service returned 200,0.807412,True,False,True,2.044405,False,False,0.868401,0,BENIGN
266,Metric exported to prometheus endpoint,0.821508,True,False,True,2.985804,False,False,0.795827,0,BENIGN
267,Namespace policy check passed,0.796565,True,False,True,1.020652,False,False,0.80263,0,BENIGN
268,Request forwarded to user-profile-service,0.914255,True,False,True,2.003928,False,False,0.814141,0,BENIGN
269,Connection established to downstream service,0.858061,True,False,True,3.177663,False,False,0.915575,0,BENIGN
270,Service mesh routing applied to request,0.9287,True,False,True,3.642449,False,False,0.859068,0,BENIGN
271,Metric exported to prometheus endpoint,0.742443,False,False,True,3.236978,False,False,0.744319,0,BENIGN
272,Service health check passed,0.415228,True,False,False,4.941711,True,True,0.426954,1,STEALTH_ATTACK
273,Service mesh routing applied to request,0.835149,True,False,True,2.158505,False,False,0.792917,0,BENIGN
274,Request forwarded to user-profile-service,0.765864,True,False,True,1.966766,False,False,0.805078,0,BENIGN
275,Health check passed for pod user-profile-7f4d,0.826732,True,False,True,1.280181,False,False,0.767543,0,BENIGN
276,Database query executed in 12ms,0.798014,True,False,True,2.539854,False,False,0.798999,0,BENIGN
277,User authentication completed for service account order-svc,0.854966,True,False,True,3.213703,False,False,0.677777,0,BENIGN
278,Request processed in 23ms,0.899953,True,False,True,1.810422,False,False,0.8229,0,BENIGN
279,Namespace policy check passed,0.874802,True,False,True,3.222817,False,False,0.757244,0,BENIGN
280,API call completed with expected response,0.688237,False,False,False,4.835043,False,False,0.345012,1,STEALTH_ATTACK
